rank,title,score,user_score,release_date
170,Destiny 2: Forsaken,6.0,6.0,2018-09-04
171,Black Mesa,8.8,8.8,2012-09-14
172,Super Street Fighter IV: Arcade Edition,7.7,7.7,2011-07-07
173,Giana Sisters: Twisted Dreams - Rise of the Owlverlord,8.0,8.0,2013-09-26
174,Mortal Kombat XL,8.0,8.0,2016-10-04
175,Metro Redux,7.7,7.7,2014-08-26
176,Enter the Gungeon,7.8,7.8,2016-04-05
177,Nex Machina: Death Machine,6.7,6.7,2017-06-20
178,Crysis Warhead,7.9,7.9,2008-09-16
179,Streets of Rage 4,7.9,7.9,2020-04-30
180,Guacamelee! 2,7.4,7.4,2018-08-21
181,Teleglitch,7.6,7.6,2012-12-10
182,Tom Clancy's The Division 2,4.6,4.6,2019-03-15
183,Tron 2.0,8.3,8.3,2003-08-26
184,Salt and Sanctuary,7.7,7.7,2016-05-17
185,Brothers in Arms: Earned in Blood,7.3,7.3,2005-10-04
186,ICEY,7.7,7.7,2016-11-17
187,Sonic Mania,7.5,7.5,2017-08-15
188,Battlefield Vietnam,7.6,7.6,2004-03-14
189,Enemy Territory: Quake Wars,8.3,8.3,2007-10-02
190,The Binding of Isaac,8.4,8.4,2011-09-28
191,Trine 2,8.4,8.4,2011-12-07
192,The End Is Nigh,7.5,7.5,2017-07-12
193,Battlefield 1942: The Road to Rome,7.6,7.6,2003-02-02
194,SpeedRunners,7.6,7.6,2016-04-19
195,GRIS,8.4,8.4,2018-12-13
196,Shovel Knight: King of Cards,7.6,7.6,2019-12-10
197,Shatter,7.3,7.3,2010-03-15
198,Borderlands: The Zombie Island of Dr. Ned,7.3,7.3,2009-12-08
199,Yoku's Island Express,7.6,7.6,2018-05-29
200,SUPERHOT VR,7.6,7.6,2016-12-05
201,MDK2,7.8,7.8,2000-05-31
202,Bloodstained: Ritual of the Night,8.4,8.4,2019-06-18
203,Halo: Combat Evolved,7.6,7.6,2003-09-30
204,Monolith,8.1,8.1,2017-06-07
205,Reventure,6.5,6.5,2019-06-04
206,Orcs Must Die!,8.0,8.0,2011-10-11
207,Call of Duty: Black Ops 4,3.1,3.1,2018-10-12
208,Bleed 2,7.0,7.0,2017-02-08
209,Unreal Tournament III,8.0,8.0,2007-11-19
210,This War of Mine,8.3,8.3,2014-11-14
211,Devil Daggers,7.2,7.2,2016-02-18
212,One Finger Death Punch 2,8.3,8.3,2019-04-15
213,Terraria,8.7,8.7,2011-05-16
214,Destiny 2,4.0,4.0,2017-10-24
215,Tom Clancy's Rainbow Six 3: Raven Shield,8.7,8.7,2003-03-19
216,DOOM II,8.9,8.9,1994-09-30
217,Tales From Space: Mutant Blobs Attack,7.8,7.8,2012-08-15
218,Ibb & Obb,8.3,8.3,2014-05-26
219,Paladins,7.6,7.6,2018-05-08
220,Sunset Overdrive,7.3,7.3,2018-11-16
221,Orcs Must Die! 2,7.9,7.9,2012-07-30
222,Prey (2006),7.9,7.9,2006-07-11
223,Metal Gear Rising: Revengeance,8.0,8.0,2014-01-09
224,Helldivers,6.9,6.9,2015-12-07
225,Call of Duty: World at War,7.6,7.6,2008-11-10
226,Ape Out,6.8,6.8,2019-02-28
227,Valdis Story: Abyssal City,7.7,7.7,2013-09-08
228,Katana ZERO,8.9,8.9,2019-04-18
229,Skullgirls,7.9,7.9,2013-08-22
230,Freedom Planet,8.3,8.3,2014-07-21
231,Puzzle Quest 2,6.7,6.7,2010-08-12
232,The Messenger,7.5,7.5,2018-08-30
233,Cave Story Plus,8.2,8.2,2011-11-22
234,Tribes: Vengeance,7.7,7.7,2004-10-12
235,Broforce,8.0,8.0,2014-04-07
236,Pig Eat Ball,6.5,6.5,2018-09-26
237,Counter-Strike: Global Offensive,7.4,7.4,2012-08-21
238,The Floor is Jelly,6.2,6.2,2014-02-01
239,Terrian Saga: KR-17,8.2,8.2,2014-07-09
240,Slayaway Camp,7.6,7.6,2016-10-25
241,Gunheart,tbd,tbd,2018-06-04
242,Red Faction: Guerrilla,7.6,7.6,2009-09-15
243,Duck Game,8.3,8.3,2015-06-04
244,Realm of the Mad God,7.1,7.1,2012-02-20
245,SUPERHOT,7.5,7.5,2016-02-25
246,Tekken 7,6.7,6.7,2017-06-01
247,Sokobond,7.5,7.5,2013-08-27
248,Mortal Kombat 11,2.8,2.8,2019-04-23
249,Octogeddon,7.4,7.4,2018-02-08
250,BLACKHOLE,7.7,7.7,2015-02-27
251,Tom Clancy's Ghost Recon: Desert Siege,6.7,6.7,2002-03-27
252,Metro Exodus,7.0,7.0,2019-02-15
253,Tom Clancy's Ghost Recon: Island Thunder,6.7,6.7,2002-09-25
254,Joe Danger 2: The Movie,7.2,7.2,2013-06-24
255,Ultra Street Fighter IV,7.1,7.1,2014-08-07
256,Momodora: Reverie Under the Moonlight,8.3,8.3,2016-03-04
257,S.T.A.L.K.E.R.: Shadow of Chernobyl,8.5,8.5,2007-03-20
258,Kero Blaster,7.3,7.3,2014-05-11
259,Monday Night Combat,7.2,7.2,2011-01-24
260,Wandersong,7.7,7.7,2018-09-27
261,Super Hydorah,tbd,tbd,2017-09-20
262,Bulletstorm,7.7,7.7,2011-02-21
263,Borderlands 2: Mr. Torgue's Campaign of Carnage,7.2,7.2,2012-11-20
264,Ninja Pizza Girl,6.3,6.3,2015-09-30
265,Pistol Whip,6.9,6.9,2019-11-07
266,Blood,8.8,8.8,1997-05-31
267,The Walking Dead: Episode 1 - A New Day,8.4,8.4,2012-04-24
268,Waves,7.7,7.7,2011-11-16
269,RunGunJumpGun,7.4,7.4,2016-08-31
270,HoPiKo,tbd,tbd,2017-01-06
271,Creepy Castle,6.6,6.6,2016-10-31
272,Warhammer: Vermintide 2,7.5,7.5,2018-03-08
273,Gears 5,6.7,6.7,2019-09-10
274,Joint Operations: Typhoon Rising,8.6,8.6,2004-06-15
275,Prey,8.1,8.1,2017-05-05
276,Metro: Last Light,8.5,8.5,2013-05-13
277,Rising Storm,8.5,8.5,2013-05-30
278,Lethal League,7.7,7.7,2014-08-27
279,Plants vs Zombies: Garden Warfare 2,7.6,7.6,2016-02-23
280,She Remembered Caterpillars,5.9,5.9,2017-01-17
281,America's Army,5.8,5.8,2002-07-04
282,The Next Penelope,8.2,8.2,2015-05-29
283,Battlefield 1: In the Name of the Tsar,5.7,5.7,2017-09-05
284,Quake 4,7.6,7.6,2005-10-11
285,Remnant: From the Ashes - Swamps of Corsus,6.3,6.3,2020-04-28
286,Nidhogg,6.8,6.8,2014-01-13
287,Battlefield 4,6.1,6.1,2013-10-29
288,Painkiller,8.1,8.1,2004-04-12
289,War Thunder,5.9,5.9,2013-08-15
290,The Walking Dead: Season Two Episode 3 - In Harm's Way,8.3,8.3,2014-05-13
291,VVVVVV,7.9,7.9,2010-01-11
292,Wolfenstein: The New Order,8.2,8.2,2014-05-19
293,Downwell,6.6,6.6,2015-10-15
294,Star Wars Jedi: Fallen Order,8.0,8.0,2019-11-15
295,Rising Storm 2: Vietnam,7.6,7.6,2017-05-30
296,Unruly Heroes,6.7,6.7,2019-01-23
297,SWAT 3: Elite Edition,8.0,8.0,2000-10-06
298,Arizona Sunshine,7.3,7.3,2016-12-05
299,Unravel,7.6,7.6,2016-02-09
300,Kalimba,7.2,7.2,2015-04-22
301,Under Night In-Birth Exe:Late,8.5,8.5,2016-07-12
302,The Pedestrian,7.6,7.6,2020-01-29
303,Fortnite,2.9,2.9,2017-07-25
304,Vessel,7.8,7.8,2012-03-01
305,Metro 2033,8.0,8.0,2010-03-16
306,Filament,tbd,tbd,2020-04-23
307,The Walking Dead: Season Two Episode 2 - A House Divided,8.5,8.5,2014-03-04
308,Hunt: Showdown,7.3,7.3,2019-08-27
309,The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,7.1,7.1,2016-12-20
310,Borderlands,7.6,7.6,2009-10-26
311,Red Orchestra: Ostfront 41-45,8.6,8.6,2006-03-14
312,Waveform,7.3,7.3,2012-03-20
313,King Arthur's Gold,8.3,8.3,2011-09-04
314,Zombie Night Terror,7.9,7.9,2016-07-20
315,Rochard,7.9,7.9,2011-11-15
316,Borderlands 3,5.2,5.2,2019-09-13
317,The Walking Dead: Saints & Sinners,7.9,7.9,2020-01-23
318,AaaaaAAaaaAAAaaAAAAaAAAAA!!!: A Reckless Disregard for Gravity,7.1,7.1,2009-09-03
319,Far Cry 3: Blood Dragon,8.1,8.1,2013-05-01
320,Wizorb,5.8,5.8,2011-11-07
321,Halo: Reach Remastered,7.0,7.0,2019-12-03
322,PixelJunk Eden,6.7,6.7,2012-02-02
323,Audioshield,6.0,6.0,2016-04-05
324,The Bug Butcher,7.5,7.5,2016-01-19
325,Bullet Soul: Infinite Burst,tbd,tbd,2017-07-31
326,Jamestown: Legend of the Lost Colony,7.4,7.4,2011-06-08
327,Call of Duty: Black Ops,5.5,5.5,2010-11-09
328,Call of Duty: Modern Warfare,2.4,2.4,2019-10-25
329,Slime Rancher,7.9,7.9,2017-08-01
330,Star Trek: Deep Space Nine: The Fallen,7.7,7.7,2000-11-15
331,Overcooked!,7.8,7.8,2016-08-03
332,Mirror's Edge,8.0,8.0,2009-01-12
333,Motorsport Manager,8.3,8.3,2016-11-09
334,Battlefield V,2.9,2.9,2018-11-15
335,My Friend Pedro,7.9,7.9,2019-06-20
336,Star Wars Jedi Knight: Jedi Academy,8.6,8.6,2003-09-17
337,Mortal Kombat Komplete Edition,8.7,8.7,2013-07-03
338,Eets,6.2,6.2,2006-03-29
339,Yooka-Laylee and the Impossible Lair,6.6,6.6,2019-10-08
340,World of Warships,6.5,6.5,2015-09-17
341,Trine 4: The Nightmare Prince,7.9,7.9,2019-10-08
342,GoNNER,6.7,6.7,2016-10-12
343,Maldita Castilla EX: Cursed Castilla,7.4,7.4,2016-10-20
344,Atlas Reactor,7.5,7.5,2016-10-04
345,Void Bastards,7.2,7.2,2019-05-28
346,Lovers in a Dangerous Spacetime,7.6,7.6,2015-09-09
347,Tom Clancy's Ghost Recon,7.6,7.6,2001-11-13
348,Leap of Fate,7.5,7.5,2016-03-30
349,SoulCalibur VI,5.1,5.1,2018-10-18
350,Westerado: Double Barreled,7.7,7.7,2015-04-16
351,Volume,7.3,7.3,2015-08-18
352,Intrusion 2,6.9,6.9,2012-06-20
353,1001 Spikes,6.9,6.9,2014-06-03
354,Flinthook,7.6,7.6,2017-04-18
355,Medal of Honor: Pacific Assault,7.1,7.1,2004-11-04
356,Guns Gore & Cannoli 2,7.8,7.8,2018-03-02
357,Move or Die,7.5,7.5,2016-01-21
358,Dariusburst: Chronicle Saviours,8.6,8.6,2015-12-03
359,The Chronicles of Riddick: Assault on Dark Athena,7.8,7.8,2009-04-07
360,Freedom Fighters,7.8,7.8,2003-10-01
361,The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,7.1,7.1,2016-12-20
362,Guacamelee! Super Turbo Championship Edition,7.2,7.2,2014-08-21
363,SWAT 4: The Stetchkov Syndicate,8.0,8.0,2006-02-28
364,Brutal Legend,7.8,7.8,2013-02-26
365,La-Mulana (Remake),7.2,7.2,2012-07-13
366,Trine,8.1,8.1,2009-07-02
367,Natural Selection 2,8.4,8.4,2012-10-30
368,Nimbus,7.9,7.9,2010-10-25
369,Borderlands 2: Captain Scarlett and Her Pirate's Booty,7.3,7.3,2012-10-16
370,Battle Chef Brigade,7.0,7.0,2017-11-20
371,Mekazoo,7.0,7.0,2016-11-14
372,Rampage Knights,8.5,8.5,2015-03-27
373,Circa Infinity,8.6,8.6,2015-09-09
374,Mushroom Wars,7.2,7.2,2016-04-07
375,Seraph,7.1,7.1,2016-09-20
376,BioShock: The Collection,7.3,7.3,2016-09-16
377,Moving Out,7.7,7.7,2020-04-28
378,Far Cry 4,6.8,6.8,2014-11-17
379,Day of Defeat: Source,9.1,9.1,2005-09-26
380,Super Time Force Ultra,6.5,6.5,2014-08-25
381,Battlefield 2142,6.8,6.8,2006-10-17
382,World of Tanks,3.5,3.5,2011-04-12
383,OneShot,8.7,8.7,2016-12-08
384,Penarium,7.2,7.2,2015-09-22
385,Cryptark,6.4,6.4,2017-06-20
386,Nidhogg 2,6.4,6.4,2017-08-15
387,Luftrausers,6.8,6.8,2014-03-18
388,Stealth Bastard Deluxe,7.7,7.7,2012-11-28
389,Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst,8.1,8.1,2013-10-24
390,Tom Clancy's Ghost Recon Advanced Warfighter,7.7,7.7,2006-05-03
391,Stacking,7.7,7.7,2012-03-06
392,Candle,7.7,7.7,2016-11-11
393,Soldier of Fortune II: Double Helix,7.2,7.2,2002-05-20
394,Toki Tori,7.6,7.6,2010-01-28
395,RoboBlitz,7.7,7.7,2006-11-07
396,Overcooked! 2,7.6,7.6,2018-08-07
397,Gish,7.1,7.1,2004-09-17
398,Dungeons & Dragons: Chronicles of Mystara,6.9,6.9,2013-06-18
399,Chessmaster 8000,6.7,6.7,2000-11-14
400,FAR: Lone Sails,7.8,7.8,2018-05-17
401,BioShock Infinite: Burial at Sea - Episode Two,8.6,8.6,2014-03-25
402,S.T.A.L.K.E.R.: Call of Pripyat,8.7,8.7,2010-02-02
403,Noitu Love 2: Devolution,8.4,8.4,2008-04-18
404,The Walking Dead: Season Two - A Telltale Games Series,8.3,8.3,2013-12-17
405,The Wizards,7.5,7.5,2018-03-08
406,CAPSIZED,7.1,7.1,2011-04-29
407,140,7.3,7.3,2013-10-16
408,ZEN Pinball 2: The Walking Dead,4.1,4.1,2014-08-26
409,JYDGE,tbd,tbd,2017-10-04
410,Dustforce,7.6,7.6,2012-01-17
411,Call of Duty: Warzone,3.5,3.5,2020-03-10
412,Brothers in Arms: Hell's Highway,7.6,7.6,2008-10-07
413,Space Invaders Extreme,tbd,tbd,2018-02-12
414,Pac-Man: Adventures in Time,8.6,8.6,2000-10-31
415,Splasher,6.8,6.8,2017-02-07
416,Warhammer: End Times - Vermintide,7.7,7.7,2015-10-23
417,Injustice: Gods Among Us - Ultimate Edition,7.6,7.6,2013-11-12
418,Jotun,6.6,6.6,2015-09-29
419,Bloodline Champions,7.7,7.7,2011-01-13
420,Super House of Dead Ninjas,8.3,8.3,2013-02-18
421,Fury Unleashed,7.5,7.5,2020-05-08
422,Payday 2,3.7,3.7,2013-08-13
423,Valiant Hearts: The Great War,8.6,8.6,2014-06-25
424,Earth Defense Force 4.1: The Shadow of New Despair,8.3,8.3,2016-07-18
425,Geometry Wars 3: Dimensions,6.2,6.2,2014-11-25
426,A Hat in Time,8.6,8.6,2017-10-05
427,Sang-Froid: Tales of Werewolves,7.7,7.7,2013-04-05
428,Call of Juarez: Gunslinger,8.2,8.2,2013-05-22
429,Ion Fury,6.2,6.2,2019-08-15
430,Day of Defeat,9.1,9.1,2003-05-06
431,Gato Roboto,6.9,6.9,2019-05-30
432,Tom Clancy's The Division,6.0,6.0,2016-03-08
433,Guitar Hero III: Legends of Rock,7.5,7.5,2007-11-13
434,Blazing Chrome,7.0,7.0,2019-07-11
435,Shadowgrounds Survivor,7.5,7.5,2007-11-14
436,Deadly Dozen: Pacific Theater,7.0,7.0,2002-10-31
437,Mega Man 11,8.7,8.7,2018-10-02
438,RAGE,5.3,5.3,2011-10-03
439,Waking Mars,7.7,7.7,2012-12-04
440,Semblance,6.8,6.8,2018-07-24
441,Battlefield 1942: Secret Weapons of WWII,7.8,7.8,2003-09-04
442,BADLAND: Game of the Year Edition,7.2,7.2,2015-05-26
443,KUNAI,7.7,7.7,2020-02-06
444,AVICII Invector,7.1,7.1,2019-12-10
445,Race the Sun,7.3,7.3,2013-08-19
446,Street Fighter X Tekken,6.3,6.3,2012-05-11
447,Trine 2: Goblin Menace,8.1,8.1,2012-09-06
448,Stick it to the Man!,7.3,7.3,2013-12-13
449,Outland,7.2,7.2,2014-09-29
450,Impulsion,tbd,tbd,2018-07-19
451,Fate/Extella Link,7.8,7.8,2019-03-19
452,Anarcute,7.3,7.3,2016-07-12
453,Assault Android Cactus,6.8,6.8,2015-09-23
454,Hue,7.4,7.4,2016-08-30
455,Heat Signature,7.5,7.5,2017-09-21
456,Tanglewood,8.0,8.0,2018-08-14
457,Arise: A Simple Story,7.6,7.6,2019-12-03
458,Chivalry: Medieval Warfare,7.7,7.7,2012-10-16
459,F.E.A.R. 2: Project Origin,7.7,7.7,2009-02-10
460,Altitude,8.5,8.5,2009-12-04
461,Redie,tbd,tbd,2016-12-01
462,The Metronomicon,7.1,7.1,2016-09-01
463,Halo: Combat Evolved Anniversary,6.3,6.3,2020-03-03
464,Tom Clancy's Rainbow Six Siege,7.1,7.1,2015-12-01
465,EVERSPACE,7.3,7.3,2017-05-26
466,High Hell,7.3,7.3,2017-10-23
467,Tom Clancy's The Division 2: Warlords of New York,0.4,0.4,2020-03-03
468,Global Operations,7.7,7.7,2002-03-25
469,Madballs in Babo: Invasion,8.7,8.7,2009-09-17
470,Shadow Warrior 2,8.0,8.0,2016-10-13
471,Apotheon,7.7,7.7,2015-02-03
472,Star Wars: Battlefront II,8.6,8.6,2005-10-31
473,The Walking Dead: Season Two Episode 1 - All That Remains,8.5,8.5,2013-12-17
474,Star Trek: Elite Force II,7.5,7.5,2003-06-25
475,Zuma's Revenge!,7.5,7.5,2009-09-15
476,DOOM 3: Resurrection of Evil,6.9,6.9,2005-04-04
477,Deathsmiles,7.2,7.2,2016-03-10
478,Angry Birds VR: Isle of Pigs,4.3,4.3,2019-02-07
479,Transformers: Fall of Cybertron,7.9,7.9,2012-08-20
480,Vanquish,8.8,8.8,2017-05-25
481,Left 4 Dead: Crash Course,6.8,6.8,2009-09-29
482,Rocksmith,8.1,8.1,2012-10-16
483,Dragon Ball: Xenoverse 2,6.8,6.8,2016-10-27
484,Attack on Titan 2,6.4,6.4,2018-03-14
485,DeadCore,6.6,6.6,2013-08-13
486,Duke Nukem: Manhattan Project,7.8,7.8,2002-05-14
487,The Walking Dead: Season Two Episode 5 - No Going Back,8.5,8.5,2014-08-26
488,Wuppo,8.2,8.2,2016-09-29
489,Closure,6.5,6.5,2009-01-01
490,Call of Duty: Advanced Warfare,4.6,4.6,2014-11-03
491,DRAW CHILLY,tbd,tbd,2019-11-12
492,Teleglitch: Die More Edition,7.0,7.0,2013-07-24
493,Project Warlock,8.7,8.7,2018-10-18
494,Sairento VR,7.7,7.7,2018-01-19
495,Tom Clancy's Rainbow Six: Vegas 2,7.4,7.4,2008-04-15
